hyp,src,label,p(Hallucination),hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas
Where's chuck bartowski?,Where's Chuck Bartowski?,Not Hallucination,0.0,where is chuck bartowski,where is chuck bartowski,['where is chuck bartowski'],['where is chuck bartowski'],"[['where', 'is', 'chuck', 'bartowski']]","[['where', 'is', 'chuck', 'bartowski']]","['where', 'be', 'chuck', 'bartowski']","['where', 'be', 'chuck', 'bartowski']"
No piece of art is worth a man's life.,No piece of art is worth a human life.,Not Hallucination,0.25,no piece of art is worth a mans life,no piece of art is worth a human life,['no piece of art is worth a mans life'],['no piece of art is worth a human life'],"[['no', 'piece', 'of', 'art', 'is', 'worth', 'a', 'mans', 'life']]","[['no', 'piece', 'of', 'art', 'is', 'worth', 'a', 'human', 'life']]","['no', 'piece', 'of', 'art', 'be', 'worth', 'a', 'manu', 'life']","['no', 'piece', 'of', 'art', 'be', 'worth', 'a', 'human', 'life']"
"You ain't my boss, yo.",You're not my boss.,Not Hallucination,0.25,you are not my boss yo,you are not my boss,['you are not my boss yo'],['you are not my boss'],"[['you', 'are', 'not', 'my', 'boss', 'yo']]","[['you', 'are', 'not', 'my', 'boss']]","['you', 'be', 'not', 'my', 'boss', 'yo']","['you', 'be', 'not', 'my', 'boss']"
Where's the revolver?,Where's the gun?,Not Hallucination,0.5,where is the revolver,where is the gun,['where is the revolver'],['where is the gun'],"[['where', 'is', 'the', 'revolver']]","[['where', 'is', 'the', 'gun']]","['where', 'be', 'the', 'revolver']","['where', 'be', 'the', 'gun']"
"A scandal, a scandal.",A scandal.,Not Hallucination,0.25,a scandal a scandal,a scandal,['a scandal a scandal'],['a scandal'],"[['a', 'scandal', 'a', 'scandal']]","[['a', 'scandal']]","['a', 'scandal', 'a', 'scandal']","['a', 'scandal']"
Gimme that bottle.,Give me that bottle.,Not Hallucination,0.0,give me that bottle,give me that bottle,['give me that bottle'],['give me that bottle'],"[['give', 'me', 'that', 'bottle']]","[['give', 'me', 'that', 'bottle']]","['give', 'I', 'that', 'bottle']","['give', 'I', 'that', 'bottle']"
♪ Logan!,JEAN GREY: (WHISPERING) Logan.,Hallucination,1.0, logan,jean grey whispering logan,[' logan'],['jean grey whispering logan'],[['logan']],"[['jean', 'grey', 'whispering', 'logan']]",['logan'],"['jean', 'grey', 'whispering', 'logan']"
Here's the cash..,Here's the cash.,Not Hallucination,0.25,here is the cash,here is the cash,['here is the cash'],['here is the cash'],"[['here', 'is', 'the', 'cash']]","[['here', 'is', 'the', 'cash']]","['here', 'be', 'the', 'cash']","['here', 'be', 'the', 'cash']"
Where's my mother..?,Where's my mother?,Not Hallucination,0.5,where is my mother,where is my mother,['where is my mother'],['where is my mother'],"[['where', 'is', 'my', 'mother']]","[['where', 'is', 'my', 'mother']]","['where', 'be', 'my', 'mother']","['where', 'be', 'my', 'mother']"
Keep warmed.,Keep warm.,Hallucination,1.0,keep warmed,keep warm,['keep warmed'],['keep warm'],"[['keep', 'warmed']]","[['keep', 'warm']]","['keep', 'warm']","['keep', 'warm']"
You're lying?,Are you lying?,Not Hallucination,0.25,you are lying,are you lying,['you are lying'],['are you lying'],"[['you', 'are', 'lying']]","[['are', 'you', 'lying']]","['you', 'be', 'lie']","['be', 'you', 'lie']"
Is he dying '?,Is he gonna die?,Not Hallucination,0.5,is he dying ,is he going to die,['is he dying'],['is he going to die'],"[['is', 'he', 'dying']]","[['is', 'he', 'going', 'to', 'die']]","['be', 'he', 'die']","['be', 'he', 'go', 'to', 'die']"
You knew my father..?,You knew my dad?,Not Hallucination,0.5,you knew my father,you knew my dad,['you knew my father'],['you knew my dad'],"[['you', 'knew', 'my', 'father']]","[['you', 'knew', 'my', 'dad']]","['you', 'know', 'my', 'father']","['you', 'know', 'my', 'dad']"
"Patient, I think.",Patient.,Hallucination,1.0,patient i think,patient,['patient i think'],['patient'],"[['patient', 'i', 'think']]",[['patient']],"['patient', 'I', 'think']",['patient']
"So, how'd they look like?",How do they look?,Hallucination,0.75,so how did they look like,how do they look,['so how did they look like'],['how do they look'],"[['so', 'how', 'did', 'they', 'look', 'like']]","[['how', 'do', 'they', 'look']]","['so', 'how', 'do', 'they', 'look', 'like']","['how', 'do', 'they', 'look']"
"Sorry, john.","I'm sorry, John.",Not Hallucination,0.25,sorry john,i am sorry john,['sorry john'],['i am sorry john'],"[['sorry', 'john']]","[['i', 'am', 'sorry', 'john']]","['sorry', 'john']","['I', 'be', 'sorry', 'john']"
You've gotta be strong.,You gotta be strong.,Not Hallucination,0.25,you have got to be strong,you got to be strong,['you have got to be strong'],['you got to be strong'],"[['you', 'have', 'got', 'to', 'be', 'strong']]","[['you', 'got', 'to', 'be', 'strong']]","['you', 'have', 'get', 'to', 'be', 'strong']","['you', 'get', 'to', 'be', 'strong']"
Evasive maneuvers..,Evasive maneuvers.,Not Hallucination,0.5,evasive maneuvers,evasive maneuvers,['evasive maneuvers'],['evasive maneuvers'],"[['evasive', 'maneuvers']]","[['evasive', 'maneuvers']]","['evasive', 'maneuver']","['evasive', 'maneuver']"
If you don't mind me askin '.,If you don't mind me asking.,Not Hallucination,0.25,if you do not mind me askin ,if you do not mind me asking,['if you do not mind me askin'],['if you do not mind me asking'],"[['if', 'you', 'do', 'not', 'mind', 'me', 'askin']]","[['if', 'you', 'do', 'not', 'mind', 'me', 'asking']]","['if', 'you', 'do', 'not', 'mind', 'I', 'askin']","['if', 'you', 'do', 'not', 'mind', 'I', 'ask']"
He stoppeds.,He's stopped.,Hallucination,1.0,he stoppeds,he is stopped,['he stoppeds'],['he is stopped'],"[['he', 'stoppeds']]","[['he', 'is', 'stopped']]","['he', 'stopped']","['he', 'be', 'stop']"
I'm a numskull.,I'm a loser.,Hallucination,1.0,i am a numskull,i am a loser,['i am a numskull'],['i am a loser'],"[['i', 'am', 'a', 'numskull']]","[['i', 'am', 'a', 'loser']]","['I', 'be', 'a', 'numskull']","['I', 'be', 'a', 'loser']"
Wh-Where's Mariko?,Where's Mariko?,Not Hallucination,0.25,whwhere is mariko,where is mariko,['whwhere is mariko'],['where is mariko'],"[['whwhere', 'is', 'mariko']]","[['where', 'is', 'mariko']]","['whwhere', 'be', 'mariko']","['where', 'be', 'mariko']"
We're living at No. 7 Vicenza Platz.,We live at No. 7 Vicenza Platz.,Not Hallucination,0.5,we are living at no 7 vicenza platz,we live at no 7 vicenza platz,['we are living at no 7 vicenza platz'],['we live at no 7 vicenza platz'],"[['we', 'are', 'living', 'at', 'no', '7', 'vicenza', 'platz']]","[['we', 'live', 'at', 'no', '7', 'vicenza', 'platz']]","['we', 'be', 'live', 'at', 'no', '7', 'Vicenza', 'platz']","['we', 'live', 'at', 'no', '7', 'Vicenza', 'platz']"
It's a chemical-weapons weapon.,It's a chemical weapon.,Hallucination,0.75,it is a chemicalweapons weapon,it is a chemical weapon,['it is a chemicalweapons weapon'],['it is a chemical weapon'],"[['it', 'is', 'a', 'chemicalweapons', 'weapon']]","[['it', 'is', 'a', 'chemical', 'weapon']]","['it', 'be', 'a', 'chemicalweapon', 'weapon']","['it', 'be', 'a', 'chemical', 'weapon']"
Brings me a good luck.,Brings me good luck.,Not Hallucination,0.25,brings me a good luck,brings me good luck,['brings me a good luck'],['brings me good luck'],"[['brings', 'me', 'a', 'good', 'luck']]","[['brings', 'me', 'good', 'luck']]","['bring', 'I', 'a', 'good', 'luck']","['bring', 'I', 'good', 'luck']"
♪ And so on. ♪,And so on.,Not Hallucination,0.0, and so on ,and so on,[' and so on'],['and so on'],"[['and', 'so', 'on']]","[['and', 'so', 'on']]","['and', 'so', 'on']","['and', 'so', 'on']"
Why ain't you at grad school?,Why aren't you at school?,Not Hallucination,0.5,why are not you at grad school,why are not you at school,['why are not you at grad school'],['why are not you at school'],"[['why', 'are', 'not', 'you', 'at', 'grad', 'school']]","[['why', 'are', 'not', 'you', 'at', 'school']]","['why', 'be', 'not', 'you', 'at', 'grad', 'school']","['why', 'be', 'not', 'you', 'at', 'school']"
Don't Lose him.,Do not lose him.,Not Hallucination,0.25,do not lose him,do not lose him,['do not lose him'],['do not lose him'],"[['do', 'not', 'lose', 'him']]","[['do', 'not', 'lose', 'him']]","['do', 'not', 'lose', 'he']","['do', 'not', 'lose', 'he']"
Do you speak Frenchy?,Do you speak French?,Hallucination,0.75,do you speak frenchy,do you speak french,['do you speak frenchy'],['do you speak french'],"[['do', 'you', 'speak', 'frenchy']]","[['do', 'you', 'speak', 'french']]","['do', 'you', 'speak', 'Frenchy']","['do', 'you', 'speak', 'French']"
Is that a township?,Is that a town?,Hallucination,0.75,is that a township,is that a town,['is that a township'],['is that a town'],"[['is', 'that', 'a', 'township']]","[['is', 'that', 'a', 'town']]","['be', 'that', 'a', 'township']","['be', 'that', 'a', 'town']"
It's a tester.,It's a test.,Hallucination,0.75,it is a tester,it is a test,['it is a tester'],['it is a test'],"[['it', 'is', 'a', 'tester']]","[['it', 'is', 'a', 'test']]","['it', 'be', 'a', 'tester']","['it', 'be', 'a', 'test']"
No picts.,No photos.,Not Hallucination,0.25,no picts,no photos,['no picts'],['no photos'],"[['no', 'picts']]","[['no', 'photos']]","['no', 'pict']","['no', 'photo']"
Don't holler me.,Don't hurry me.,Hallucination,1.0,do not holler me,do not hurry me,['do not holler me'],['do not hurry me'],"[['do', 'not', 'holler', 'me']]","[['do', 'not', 'hurry', 'me']]","['do', 'not', 'holler', 'I']","['do', 'not', 'hurry', 'I']"
You're old-fashioned.,You're old.,Not Hallucination,0.5,you are oldfashioned,you are old,['you are oldfashioned'],['you are old'],"[['you', 'are', 'oldfashioned']]","[['you', 'are', 'old']]","['you', 'be', 'oldfashioned']","['you', 'be', 'old']"
"No, you can't hear me coming.","No, you can't hear me coming.",Not Hallucination,0.0,no you cannot hear me coming,no you cannot hear me coming,['no you cannot hear me coming'],['no you cannot hear me coming'],"[['no', 'you', 'can', 'not', 'hear', 'me', 'coming']]","[['no', 'you', 'can', 'not', 'hear', 'me', 'coming']]","['no', 'you', 'can', 'not', 'hear', 'I', 'come']","['no', 'you', 'can', 'not', 'hear', 'I', 'come']"
Jaffa has been freed.,Jaffa's been freed.,Not Hallucination,0.0,jaffa has been freed,jaffas been freed,['jaffa has been freed'],['jaffas been freed'],"[['jaffa', 'has', 'been', 'freed']]","[['jaffas', 'been', 'freed']]","['jaffa', 'have', 'be', 'free']","['jaffa', 'be', 'free']"
"Well, it was a nice rundown.",It was a nice run.,Hallucination,1.0,well it was a nice rundown,it was a nice run,['well it was a nice rundown'],['it was a nice run'],"[['well', 'it', 'was', 'a', 'nice', 'rundown']]","[['it', 'was', 'a', 'nice', 'run']]","['well', 'it', 'be', 'a', 'nice', 'rundown']","['it', 'be', 'a', 'nice', 'run']"
"= = sync, corrected by elderman",Height:,Hallucination,1.0,  sync corrected by elderman,height,['  sync corrected by elderman'],['height'],"[['sync', 'corrected', 'by', 'elderman']]",[['height']],"['sync', 'correct', 'by', 'elderman']",['height']
"Head or gut, Mike?","Head or gut, Mike?",Not Hallucination,0.0,head or gut mike,head or gut mike,['head or gut mike'],['head or gut mike'],"[['head', 'or', 'gut', 'mike']]","[['head', 'or', 'gut', 'mike']]","['head', 'or', 'gut', 'mike']","['head', 'or', 'gut', 'mike']"
Downstairs British.,Down the British.,Hallucination,1.0,downstairs british,down the british,['downstairs british'],['down the british'],"[['downstairs', 'british']]","[['down', 'the', 'british']]","['downstairs', 'british']","['down', 'the', 'british']"
"Cops are on their way, man.",Police are on their way.,Not Hallucination,0.5,cops are on their way man,police are on their way,['cops are on their way man'],['police are on their way'],"[['cops', 'are', 'on', 'their', 'way', 'man']]","[['police', 'are', 'on', 'their', 'way']]","['cop', 'be', 'on', 'their', 'way', 'man']","['police', 'be', 'on', 'their', 'way']"
Where's the cub?,Where's the child?,Hallucination,1.0,where is the cub,where is the child,['where is the cub'],['where is the child'],"[['where', 'is', 'the', 'cub']]","[['where', 'is', 'the', 'child']]","['where', 'be', 'the', 'cub']","['where', 'be', 'the', 'child']"
Fifty-fifty.,"50,000.",Hallucination,1.0,fiftyfifty,50000,['fiftyfifty'],['50000'],[['fiftyfifty']],[['50000']],['fiftyfifty'],['50000']
"I need a hospital, I need a hospital.",I need a hospital.,Not Hallucination,0.5,i need a hospital i need a hospital,i need a hospital,['i need a hospital i need a hospital'],['i need a hospital'],"[['i', 'need', 'a', 'hospital', 'i', 'need', 'a', 'hospital']]","[['i', 'need', 'a', 'hospital']]","['I', 'need', 'a', 'hospital', 'I', 'need', 'a', 'hospital']","['I', 'need', 'a', 'hospital']"
Ηow's yoυ foot?,How's your foot?,Hallucination,1.0,ηows yoυ foot,how is your foot,['ηows yoυ foot'],['how is your foot'],"[['ηows', 'yoυ', 'foot']]","[['how', 'is', 'your', 'foot']]","['ηow', 'yoυ', 'foot']","['how', 'be', 'your', 'foot']"
What's the last thing you'll ever remember?,What's the last thing you do remember?,Hallucination,1.0,what is the last thing you will ever remember,what is the last thing you do remember,['what is the last thing you will ever remember'],['what is the last thing you do remember'],"[['what', 'is', 'the', 'last', 'thing', 'you', 'will', 'ever', 'remember']]","[['what', 'is', 'the', 'last', 'thing', 'you', 'do', 'remember']]","['what', 'be', 'the', 'last', 'thing', 'you', 'will', 'ever', 'remember']","['what', 'be', 'the', 'last', 'thing', 'you', 'do', 'remember']"
I've got a truck.,I got a car.,Hallucination,1.0,i have got a truck,i got a car,['i have got a truck'],['i got a car'],"[['i', 'have', 'got', 'a', 'truck']]","[['i', 'got', 'a', 'car']]","['I', 'have', 'get', 'a', 'truck']","['I', 'get', 'a', 'car']"
Why you being nice to me?,Why are you being so nice to me?,Not Hallucination,0.25,why you being nice to me,why are you being so nice to me,['why you being nice to me'],['why are you being so nice to me'],"[['why', 'you', 'being', 'nice', 'to', 'me']]","[['why', 'are', 'you', 'being', 'so', 'nice', 'to', 'me']]","['why', 'you', 'be', 'nice', 'to', 'I']","['why', 'be', 'you', 'be', 'so', 'nice', 'to', 'I']"
"She's still in there, honey.",She's still in there.,Not Hallucination,0.0,she is still in there honey,she is still in there,['she is still in there honey'],['she is still in there'],"[['she', 'is', 'still', 'in', 'there', 'honey']]","[['she', 'is', 'still', 'in', 'there']]","['she', 'be', 'still', 'in', 'there', 'honey']","['she', 'be', 'still', 'in', 'there']"
 ⁇ s.,Curtain.,Hallucination,1.0,  s,curtain,['  s'],['curtain'],[['s']],[['curtain']],['be'],['curtain']
So fast-forward?,So fast?,Hallucination,1.0,so fastforward,so fast,['so fastforward'],['so fast'],"[['so', 'fastforward']]","[['so', 'fast']]","['so', 'fastforward']","['so', 'fast']"
Do you have a family?,Do you have family?,Not Hallucination,0.25,do you have a family,do you have family,['do you have a family'],['do you have family'],"[['do', 'you', 'have', 'a', 'family']]","[['do', 'you', 'have', 'family']]","['do', 'you', 'have', 'a', 'family']","['do', 'you', 'have', 'family']"
I-I-I don't wanna do this anymore.,I don't wanna do this anymore.,Not Hallucination,0.25,iii do not want to do this anymore,i do not want to do this anymore,['iii do not want to do this anymore'],['i do not want to do this anymore'],"[['iii', 'do', 'not', 'want', 'to', 'do', 'this', 'anymore']]","[['i', 'do', 'not', 'want', 'to', 'do', 'this', 'anymore']]","['iii', 'do', 'not', 'want', 'to', 'do', 'this', 'anymore']","['I', 'do', 'not', 'want', 'to', 'do', 'this', 'anymore']"
You're not yourself.,You're not yourself.,Not Hallucination,0.0,you are not yourself,you are not yourself,['you are not yourself'],['you are not yourself'],"[['you', 'are', 'not', 'yourself']]","[['you', 'are', 'not', 'yourself']]","['you', 'be', 'not', 'yourself']","['you', 'be', 'not', 'yourself']"
# You're mine now.,You're mine now.,Hallucination,1.0, you are mine now,you are mine now,[' you are mine now'],['you are mine now'],"[['you', 'are', 'mine', 'now']]","[['you', 'are', 'mine', 'now']]","['you', 'be', 'mine', 'now']","['you', 'be', 'mine', 'now']"
Who have you been talkin 'to?,To whom have you been talking?,Hallucination,1.0,who have you been talkin to,to whom have you been talking,['who have you been talkin to'],['to whom have you been talking'],"[['who', 'have', 'you', 'been', 'talkin', 'to']]","[['to', 'whom', 'have', 'you', 'been', 'talking']]","['who', 'have', 'you', 'be', 'talk', 'to']","['to', 'whom', 'have', 'you', 'be', 'talk']"
