,hyp,tgt,src,ref,task,model,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas,cosine_similarity,semantic_similarity
244,"Hello, Ana.",,"Hello, Ana.",src,PG,,hello ana,hello ana,['hello ana'],['hello ana'],"[['hello', 'ana']]","[['hello', 'ana']]","['hello', 'and']","['hello', 'and']",1.0,0.9999999403953552
245,Where's hank?,,Where's Hank?,src,PG,,where is hank,where is hank,['where is hank'],['where is hank'],"[['where', 'is', 'hank']]","[['where', 'is', 'hank']]","['where', 'be', 'hank']","['where', 'be', 'hank']",1.0000000000000002,0.9999998807907104
246,Where's his dorm?,,Where's his office?,src,PG,,where is his dorm,where is his office,['where is his dorm'],['where is his office'],"[['where', 'is', 'his', 'dorm']]","[['where', 'is', 'his', 'office']]","['where', 'be', 'his', 'dorm']","['where', 'be', 'his', 'office']",0.4974532694571147,0.7842082381248474
247,"Thanks, Fred.",,"Thank you, Fred.",src,PG,,thanks fred,thank you fred,['thanks fred'],['thank you fred'],"[['thanks', 'fred']]","[['thank', 'you', 'fred']]","['thanks', 'fred']","['thank', 'you', 'fred']",0.7266167514507548,0.9684416055679321
248,Scullys?,,ScuIIy?,src,PG,,scullys,scuiiy,['scullys'],['scuiiy'],[['scullys']],[['scuiiy']],['scullys'],['scuiiy'],0.0,0.7397881746292114
249,"Thank you, joey.",,"Thank you, Joey.",src,PG,,thank you joey,thank you joey,['thank you joey'],['thank you joey'],"[['thank', 'you', 'joey']]","[['thank', 'you', 'joey']]","['thank', 'you', 'joey']","['thank', 'you', 'joey']",1.0,1.0
250,I'm not singing.,,I'm not singing.,src,PG,,i am not singing,i am not singing,['i am not singing'],['i am not singing'],"[['i', 'am', 'not', 'singing']]","[['i', 'am', 'not', 'singing']]","['I', 'be', 'not', 'sing']","['I', 'be', 'not', 'sing']",1.0000000000000002,1.0
251,What if I win the lottery?,,And if I win?,src,PG,,what if i win the lottery,and if i win,['what if i win the lottery'],['and if i win'],"[['what', 'if', 'i', 'win', 'the', 'lottery']]","[['and', 'if', 'i', 'win']]","['what', 'if', 'I', 'win', 'the', 'lottery']","['and', 'if', 'I', 'win']",0.6023472583460403,0.7392668128013611
252,I'm diabetic.,,I'm a diabetic.,src,PG,,i am diabetic,i am a diabetic,['i am diabetic'],['i am a diabetic'],"[['i', 'am', 'diabetic']]","[['i', 'am', 'a', 'diabetic']]","['I', 'be', 'diabetic']","['I', 'be', 'a', 'diabetic']",1.0,0.9928724765777588
253,Hello June.,,"Hello, June.",src,PG,,hello june,hello june,['hello june'],['hello june'],"[['hello', 'june']]","[['hello', 'june']]","['hello', 'June']","['hello', 'June']",1.0,1.0
254,Where's elena?,,Where's Elena?,src,PG,,where is elena,where is elena,['where is elena'],['where is elena'],"[['where', 'is', 'elena']]","[['where', 'is', 'elena']]","['where', 'be', 'elena']","['where', 'be', 'elena']",1.0,0.9999998807907104
255,"Thanks, linda.",,"Thank you, Linda.",src,PG,,thanks linda,thank you linda,['thanks linda'],['thank you linda'],"[['thanks', 'linda']]","[['thank', 'you', 'linda']]","['thanks', 'linda']","['thank', 'you', 'linda']",0.7266167514507548,0.9819881916046143
256,"Thanks, dexter.",,"Thank you, dexter.",src,PG,,thanks dexter,thank you dexter,['thanks dexter'],['thank you dexter'],"[['thanks', 'dexter']]","[['thank', 'you', 'dexter']]","['thanks', 'dexter']","['thank', 'you', 'dexter']",0.7075536487468211,0.9833081364631653
257,"You ain't your daddy, man.",,You're not your father.,src,PG,,you are not your daddy man,you are not your father,['you are not your daddy man'],['you are not your father'],"[['you', 'are', 'not', 'your', 'daddy', 'man']]","[['you', 'are', 'not', 'your', 'father']]","['you', 'be', 'not', 'your', 'daddy', 'man']","['you', 'be', 'not', 'your', 'father']",0.4104169251963274,0.9540969133377075
258,He's my comrade.,,He's my patient.,src,PG,,he is my comrade,he is my patient,['he is my comrade'],['he is my patient'],"[['he', 'is', 'my', 'comrade']]","[['he', 'is', 'my', 'patient']]","['he', 'be', 'my', 'comrade']","['he', 'be', 'my', 'patient']",0.32464866424978644,0.7117866277694702
259,"Hello, Lydia.",,"Hello, Lydia.",src,PG,,hello lydia,hello lydia,['hello lydia'],['hello lydia'],"[['hello', 'lydia']]","[['hello', 'lydia']]","['hello', 'lydia']","['hello', 'lydia']",1.0,0.9999998807907104
260, ⁇  life.,,Eternal life.,src,PG,,   life,eternal life,['   life'],['eternal life'],[['life']],"[['eternal', 'life']]",['life'],"['eternal', 'life']",1.0,0.7754755616188049
261,It's a scarlet.,,A scar.,src,PG,,it is a scarlet,a scar,['it is a scarlet'],['a scar'],"[['it', 'is', 'a', 'scarlet']]","[['a', 'scar']]","['it', 'be', 'a', 'scarlet']","['a', 'scar']",0.0,0.6898014545440674
262,Where's the missus?,,Where's the woman?,src,PG,,where is the missus,where is the woman,['where is the missus'],['where is the woman'],"[['where', 'is', 'the', 'missus']]","[['where', 'is', 'the', 'woman']]","['where', 'be', 'the', 'missus']","['where', 'be', 'the', 'woman']",0.35444813244641526,0.6998111605644226
263,Do you play golfer?,,Do you play golf?,src,PG,,do you play golfer,do you play golf,['do you play golfer'],['do you play golf'],"[['do', 'you', 'play', 'golfer']]","[['do', 'you', 'play', 'golf']]","['do', 'you', 'play', 'golfer']","['do', 'you', 'play', 'golf']",0.6734708274559583,0.9874832034111023
264,They've got my daughters.,,They got my daughter.,src,PG,,they have got my daughters,they got my daughter,['they have got my daughters'],['they got my daughter'],"[['they', 'have', 'got', 'my', 'daughters']]","[['they', 'got', 'my', 'daughter']]","['they', 'have', 'get', 'my', 'daughter']","['they', 'get', 'my', 'daughter']",0.9505994412427174,0.9680209159851074
265,"Thanks, scott.",,"Thank you, Scott.",src,PG,,thanks scott,thank you scott,['thanks scott'],['thank you scott'],"[['thanks', 'scott']]","[['thank', 'you', 'scott']]","['thanks', 'scott']","['thank', 'you', 'scott']",0.7391647036247025,0.9866852164268494
266,"- Thank you, Gus.",,"Thank you, Gus.",src,PG,, thank you gus,thank you gus,[' thank you gus'],['thank you gus'],"[['thank', 'you', 'gus']]","[['thank', 'you', 'gus']]","['thank', 'you', 'gus']","['thank', 'you', 'gus']",1.0000000000000002,1.0
267,I've got 3 cubs.,,I have 3 children.,src,PG,,i have got 3 cubs,i have 3 children,['i have got 3 cubs'],['i have 3 children'],"[['i', 'have', 'got', '3', 'cubs']]","[['i', 'have', '3', 'children']]","['I', 'have', 'get', '3', 'cub']","['I', 'have', '3', 'child']",0.15624804179625884,0.6618308424949646
268,"Thanks, Martin.",,"Thank you, Martin.",src,PG,,thanks martin,thank you martin,['thanks martin'],['thank you martin'],"[['thanks', 'martin']]","[['thank', 'you', 'martin']]","['thanks', 'martin']","['thank', 'you', 'martin']",0.7266167514507548,0.9871363639831543
269,"Yup, Joe.",,"Yeah, Joe.",src,PG,,yup joe,yeah joe,['yup joe'],['yeah joe'],"[['yup', 'joe']]","[['yeah', 'joe']]","['yup', 'joe']","['yeah', 'joe']",0.5441045260048281,0.9752280712127686
270,Wh-where is Bill?,,Where's Bill?,src,PG,,whwhere is bill,where is bill,['whwhere is bill'],['where is bill'],"[['whwhere', 'is', 'bill']]","[['where', 'is', 'bill']]","['whwhere', 'be', 'bill']","['where', 'be', 'bill']",0.7341046558102379,0.8810999393463135
271,♪ I'm no witch. ♪,,I'm no witch.,src,PG,, i am no witch ,i am no witch,[' i am no witch'],['i am no witch'],"[['i', 'am', 'no', 'witch']]","[['i', 'am', 'no', 'witch']]","['I', 'be', 'no', 'witch']","['I', 'be', 'no', 'witch']",1.0000000000000002,0.9999998807907104
272,I've got a hound dog.,,I've got a dog.,src,PG,,i have got a hound dog,i have got a dog,['i have got a hound dog'],['i have got a dog'],"[['i', 'have', 'got', 'a', 'hound', 'dog']]","[['i', 'have', 'got', 'a', 'dog']]","['I', 'have', 'get', 'a', 'hound', 'dog']","['I', 'have', 'get', 'a', 'dog']",0.7491277278905953,0.9524904489517212
273,I'm tryin 'to say sorry.,,I'm trying to apologize.,src,PG,,i am tryin to say sorry,i am trying to apologize,['i am tryin to say sorry'],['i am trying to apologize'],"[['i', 'am', 'tryin', 'to', 'say', 'sorry']]","[['i', 'am', 'trying', 'to', 'apologize']]","['I', 'be', 'tryin', 'to', 'say', 'sorry']","['I', 'be', 'try', 'to', 'apologize']",0.09838079806816995,0.8787885308265686
274,My wife's fried.,,My wife's pregnant.,src,PG,,my wifes fried,my wifes pregnant,['my wifes fried'],['my wifes pregnant'],"[['my', 'wifes', 'fried']]","[['my', 'wifes', 'pregnant']]","['my', 'wife', 'fry']","['my', 'wife', 'pregnant']",0.45702636563264926,0.7130544185638428
275,Everyone ⁇ .,,Everybody talks.,src,PG,,everyone  ,everybody talks,['everyone'],['everybody talks'],[['everyone']],"[['everybody', 'talks']]",['everyone'],"['everybody', 'talk']",0.0,0.7107377052307129
276,He's got plans.,,He's got a plan.,src,PG,,he is got plans,he is got a plan,['he is got plans'],['he is got a plan'],"[['he', 'is', 'got', 'plans']]","[['he', 'is', 'got', 'a', 'plan']]","['he', 'be', 'get', 'plan']","['he', 'be', 'get', 'a', 'plan']",1.0,0.9931089878082275
277,"Hello, Judit.",,"Hello, Judith.",src,PG,,hello judit,hello judith,['hello judit'],['hello judith'],"[['hello', 'judit']]","[['hello', 'judith']]","['hello', 'judit']","['hello', 'judith']",0.45754206179695495,0.9314440488815308
278,Wh-where is Jim?,,Where's Jim?,src,PG,,whwhere is jim,where is jim,['whwhere is jim'],['where is jim'],"[['whwhere', 'is', 'jim']]","[['where', 'is', 'jim']]","['whwhere', 'be', 'jim']","['where', 'be', 'jim']",0.696728499034613,0.6609400510787964
279,"Thanks, Kenny.",,"Thank you, Kenny.",src,PG,,thanks kenny,thank you kenny,['thanks kenny'],['thank you kenny'],"[['thanks', 'kenny']]","[['thank', 'you', 'kenny']]","['thanks', 'kenny']","['thank', 'you', 'kenny']",0.7266167514507548,0.9810692071914673
280,Where's luke,,Where's Luke?,src,PG,,where is luke,where is luke,['where is luke'],['where is luke'],"[['where', 'is', 'luke']]","[['where', 'is', 'luke']]","['where', 'be', 'luke']","['where', 'be', 'luke']",1.0,1.0
281,No one understands me.,,No one understands me.,src,PG,,no one understands me,no one understands me,['no one understands me'],['no one understands me'],"[['no', 'one', 'understands', 'me']]","[['no', 'one', 'understands', 'me']]","['no', 'one', 'understand', 'I']","['no', 'one', 'understand', 'I']",1.0,1.0
282,Leukaemia.,,Leukaemia.,src,PG,,leukaemia,leukaemia,['leukaemia'],['leukaemia'],[['leukaemia']],[['leukaemia']],['leukaemia'],['leukaemia'],1.0,0.9999998807907104
283,I love my children..,,I love my children.,src,PG,,i love my children,i love my children,['i love my children'],['i love my children'],"[['i', 'love', 'my', 'children']]","[['i', 'love', 'my', 'children']]","['I', 'love', 'my', 'child']","['I', 'love', 'my', 'child']",1.0000000000000002,1.0000001192092896
284,Where's our fella?,,Where's our son?,src,PG,,where is our fella,where is our son,['where is our fella'],['where is our son'],"[['where', 'is', 'our', 'fella']]","[['where', 'is', 'our', 'son']]","['where', 'be', 'our', 'fella']","['where', 'be', 'our', 'son']",0.5817291471054135,0.7918955683708191
285,A Diary.,,A diary.,src,PG,,a diary,a diary,['a diary'],['a diary'],"[['a', 'diary']]","[['a', 'diary']]","['a', 'diary']","['a', 'diary']",1.0,1.0
286,My name's sarah.,,My name's Sarah.,src,PG,,my names sarah,my names sarah,['my names sarah'],['my names sarah'],"[['my', 'names', 'sarah']]","[['my', 'names', 'sarah']]","['my', 'name', 'sarah']","['my', 'name', 'sarah']",1.0,1.0000001192092896
287,Did he commit suicides?,,Did he commit suicide?,src,PG,,did he commit suicides,did he commit suicide,['did he commit suicides'],['did he commit suicide'],"[['did', 'he', 'commit', 'suicides']]","[['did', 'he', 'commit', 'suicide']]","['do', 'he', 'commit', 'suicide']","['do', 'he', 'commit', 'suicide']",1.0,0.9999998807907104
288,Bad-looking people.,,Bad people.,src,PG,,badlooking people,bad people,['badlooking people'],['bad people'],"[['badlooking', 'people']]","[['bad', 'people']]","['badlooking', 'person']","['bad', 'person']",0.43053031879232895,0.8038477301597595
289,I'M Spartacus..,,I'm Spartacus.,src,PG,,i am spartacus,i am spartacus,['i am spartacus'],['i am spartacus'],"[['i', 'am', 'spartacus']]","[['i', 'am', 'spartacus']]","['I', 'be', 'spartacus']","['I', 'be', 'spartacus']",1.0000000000000002,1.0
290,The war's afooted.,,The war has begun.,src,PG,,the wars afooted,the war has begun,['the wars afooted'],['the war has begun'],"[['the', 'wars', 'afooted']]","[['the', 'war', 'has', 'begun']]","['the', 'war', 'afooted']","['the', 'war', 'have', 'begin']",0.4787690602697862,0.7141072750091553
291,You're afraid of the Darkness?,,Are you afraid of the dark?,src,PG,,you are afraid of the darkness,are you afraid of the dark,['you are afraid of the darkness'],['are you afraid of the dark'],"[['you', 'are', 'afraid', 'of', 'the', 'darkness']]","[['are', 'you', 'afraid', 'of', 'the', 'dark']]","['you', 'be', 'afraid', 'of', 'the', 'darkness']","['be', 'you', 'afraid', 'of', 'the', 'dark']",0.5607301397540122,0.9794553518295288
292,"Thanks, marie.",,"Thank you, Marie.",src,PG,,thanks marie,thank you marie,['thanks marie'],['thank you marie'],"[['thanks', 'marie']]","[['thank', 'you', 'marie']]","['thanks', 'marie']","['thank', 'you', 'marie']",0.7163330280430378,0.9802311658859253
293,"Hey, ⁇ .",,"Hey, Samantha.",src,PG,,hey  ,hey samantha,['hey'],['hey samantha'],[['hey']],"[['hey', 'samantha']]",['hey'],"['hey', 'samantha']",1.0,0.8713230490684509
294,She's high.,,She's high,src,PG,,she is high,she is high,['she is high'],['she is high'],"[['she', 'is', 'high']]","[['she', 'is', 'high']]","['she', 'be', 'high']","['she', 'be', 'high']",1.0,1.000000238418579
295,Where's megann?,,Where's Megan?,src,PG,,where is megann,where is megan,['where is megann'],['where is megan'],"[['where', 'is', 'megann']]","[['where', 'is', 'megan']]","['where', 'be', 'megann']","['where', 'be', 'megan']",0.4678638758749626,0.9715379476547241
296,"A Lone Wolf. """,,A lone wolf.,src,PG,,a lone wolf ,a lone wolf,['a lone wolf'],['a lone wolf'],"[['a', 'lone', 'wolf']]","[['a', 'lone', 'wolf']]","['a', 'lone', 'wolf']","['a', 'lone', 'wolf']",1.0000000000000002,1.0
297,I'm mad at me- -,,I'm mad at me.,src,PG,,i am mad at me ,i am mad at me,['i am mad at me'],['i am mad at me'],"[['i', 'am', 'mad', 'at', 'me']]","[['i', 'am', 'mad', 'at', 'me']]","['I', 'be', 'mad', 'at', 'I']","['I', 'be', 'mad', 'at', 'I']",1.0,1.0000001192092896
298,I don't believe in fate.,,I don't believe in destiny.,src,PG,,i do not believe in fate,i do not believe in destiny,['i do not believe in fate'],['i do not believe in destiny'],"[['i', 'do', 'not', 'believe', 'in', 'fate']]","[['i', 'do', 'not', 'believe', 'in', 'destiny']]","['I', 'do', 'not', 'believe', 'in', 'fate']","['I', 'do', 'not', 'believe', 'in', 'destiny']",0.5440267131790931,0.9563151597976685
299,You're his mother..?,,You're his mother.,src,PG,,you are his mother,you are his mother,['you are his mother'],['you are his mother'],"[['you', 'are', 'his', 'mother']]","[['you', 'are', 'his', 'mother']]","['you', 'be', 'his', 'mother']","['you', 'be', 'his', 'mother']",1.0,0.9999999403953552
300,I was gnawed on.,,I was bit.,src,PG,,i was gnawed on,i was bit,['i was gnawed on'],['i was bit'],"[['i', 'was', 'gnawed', 'on']]","[['i', 'was', 'bit']]","['I', 'be', 'gnaw', 'on']","['I', 'be', 'bit']",0.04566170863962619,0.8126105070114136
301,"Hello, bambi.",,"Hello, Bambi.",src,PG,,hello bambi,hello bambi,['hello bambi'],['hello bambi'],"[['hello', 'bambi']]","[['hello', 'bambi']]","['hello', 'bambi']","['hello', 'bambi']",1.0,1.0000001192092896
302,How's jack?,,How's Jack?,src,PG,,how is jack,how is jack,['how is jack'],['how is jack'],"[['how', 'is', 'jack']]","[['how', 'is', 'jack']]","['how', 'be', 'Jack']","['how', 'be', 'Jack']",1.0000000000000002,1.0
303,"Morning, jim.",,"Good morning, Jim.",src,PG,,morning jim,good morning jim,['morning jim'],['good morning jim'],"[['morning', 'jim']]","[['good', 'morning', 'jim']]","['morning', 'jim']","['good', 'morning', 'jim']",0.8930421236435244,0.8493268489837646
304,Don't have a mama.,,Don't have a mother.,src,PG,,do not have a mama,do not have a mother,['do not have a mama'],['do not have a mother'],"[['do', 'not', 'have', 'a', 'mama']]","[['do', 'not', 'have', 'a', 'mother']]","['do', 'not', 'have', 'a', 'mama']","['do', 'not', 'have', 'a', 'mother']",0.3861288794209866,0.9763747453689575
305,Where's the telly?,,Where's the TV?,src,PG,,where is the telly,where is the tv,['where is the telly'],['where is the tv'],"[['where', 'is', 'the', 'telly']]","[['where', 'is', 'the', 'tv']]","['where', 'be', 'the', 'telly']","['where', 'be', 'the', 'TV']",0.32566937724242395,0.6580184698104858
306,He was shielding me.,,He protected me.,src,PG,,he was shielding me,he protected me,['he was shielding me'],['he protected me'],"[['he', 'was', 'shielding', 'me']]","[['he', 'protected', 'me']]","['he', 'be', 'shielding', 'I']","['he', 'protect', 'I']",0.15498298398180624,0.8996621370315552
307,An anonymous tip.,,Anonymous tip.,src,PG,,an anonymous tip,anonymous tip,['an anonymous tip'],['anonymous tip'],"[['an', 'anonymous', 'tip']]","[['anonymous', 'tip']]","['a', 'anonymous', 'tip']","['anonymous', 'tip']",1.0,0.9637354612350464
308,Υou're a warr.,,You're a warrior.,src,PG,,υoure a warr,you are a warrior,['υoure a warr'],['you are a warrior'],"[['υoure', 'a', 'warr']]","[['you', 'are', 'a', 'warrior']]","['υoure', 'a', 'warr']","['you', 'be', 'a', 'warrior']",0.0,0.5294409990310669
